ID,TR,EN,DE,RU,GLUTEN,MILK,EGG,FISH
2391,ELMA SOSU,APPLE SAUCE,APFELMUS,ЯБЛОЧНЫЙ СОУС,0,0,0,0
2392,SAHAN KÖFTE,FRIED MEATBALLS,GEBRATENE FRIKADELLEN,КОТЛЕТЫ,0,0,0,0
2393,KAVURMA,DEEP FRIED MEAT,FRITTIERTE FLEISCH,ЖАРКОЕ,0,0,0,0
2394,PESTO SOSLU KREMALI PENNE,PENNE WITH PESTO SAUCE & CREAM,PENNE MIT PESTO-SAUCE & CREME,ПЕННЕ С СОУСОМ ПЕСТО & КРЕМ,0,0,0,0
2395,MANTARLI KEBAP,KEBAB WITH MUSHROOMS,SPIESSE MIT PILZ,ШАШЛЫК С ГРИБАМИ,0,0,0,0
2396,KUĞU PATATES,BAKED POTATO,KARTOFFEL IM BACKOFEN ,ЗАПЕЧЁНЫЙ КАРТОФЕЛЬ,0,0,0,0
2397,WASABİ SOS,WASABI SAUCE,WASABI-SAUCE,СОУС ВАСАБИ,0,0,0,0
2398,SUSHİ BÜFESİ,SUSHI BUFFET,SUSHI-BUFFET,СТОЛ СУШИ,0,0,0,0
2399,OSSOBUCO,OSSOBUCO,OSSOBUCO,ОСОБУККО,0,0,0,0
2400,SUSAMLI PİLİÇ BAGET ,CHICKEN DRUMSTICKS WITH SESAME,CHICKEN DRUMSTICK MIT SESAM,КУРИНЫЕ ГОЛЕНИ С КУНЖУТОМ,0,0,0,0
2401,MEZGİT RULADE,HADDOCK ROULADE,SCHELLFISCH-ROULADE,РУЛЕТ ИЗ ПИКШИ,0,0,0,0
2402,DENİZ ÜRÜNLERİ YAHNİ,SEAFOOD STEW,MEERESFRÜCHTE-EINTOPF,МОРЕПРОДУКТЫ ТУШЕНОЕ МЯСО,0,0,0,0
2403,USKUMRU SALATASI,MACKEREL SALAD,MAKRELE SALAT,САЛАТ ИЗ СКУМБРИИ,0,0,0,0
2404,HARDALLI PATATES,POTATOES WITH MUSTARD,KARTOFFELN MIT SENF,КАРТОФЕЛЬ С ГОРЧИЦЕЙ,0,0,0,0
2405,SAFRANLI HİNDİ ROSTO,ROAST TURKEY WITH SAFFRON,GEBRATENEM TRUTHAHN MIT SAFRAN,ЖАРКОЕ ИЗ ИНДЕЙКИ С ШАФРАНОМ,0,0,0,0
2406,TAVUK ROSTO,ROAST CHİCKEN,GEBRATENEM FLEISCH,ЖАРКОЕ,0,0,0,0
2407,DOMATES SOSLU KÖFTE,MEATBALLS WITH TOMATO SAUCE,FLEISCHBÄLLCHEN MIT TOMATENSAUCE,ФРИКАДЕЛЬКИ В ТОМАТНОМ СОУСЕ,0,0,0,0
2408,BALIK YAHNİSİ,FISH STEW,FISCHEINTOPF,ТУШЕНАЯ РЫБА,0,0,0,0
2409,ISPANAK YATAĞINDA PİLİÇ SARMA,STUFFED CHICKEN ROLL,GEFULLTE HUHNCHENROLLEN,РУЛЕТИКИ КУРИЦЫ,0,0,0,0
2410,HİNDİ PİKATA,TURKEY PICATTA,TRUTHAHN PICATTA,"ИНДЕЙКА ""ПИКАТА""",0,0,0,0
2411,BODRUM DÖNER,DONER WITH VEGETABLE,DÖNER MIT GEMÜSE,ДОНЕР С ОВОЩАМИ,0,0,0,0
2412,TARÇINLI SÜTLAÇ,RICE PUDDING WITH CINNAMON,MILCHREIS MIT ZIMT,РИСОВЫЙ ПУДИНГ С КОРИЦЕЙ,0,0,0,0
2413,KAŞARLI FIRIN MEZGİT,BAKED HADDOCK WITH CHEDDAR,GEBACKENER SCHELLFISCH MIT CHEDDAR,"ПИКША, ЗАПЕЧЕННАЯ С ЧЕДДЕР",0,0,0,0
2414,YAZ TÜRLÜSÜ,SUMMER VEGETABLE STEW,SOMMER-GEMÜSE-EINTOPF,ЛЕТНЕЕ ОВОЩНОЕ РАГУ ,0,0,0,0
2415,SEBZELİ PİLİÇ KİEVSKİ,CHICKEN KIEVSKI WITH VEGETABLE,KIEVSKI HUHN MIT GEMÜSE,КУРИЦА С ОВОЩАМИ ПО-КИЕВСКИ,0,0,0,0
2416,İZMİR KÖFTE,MEATBALLS IN SEASONED TOMATO SAUCE,FRIKADELLEN IN TOMATENSAUCE GEWÜRZT,ФРИКАДЕЛЬКИ ПО-ИЗМИРСКИ,0,0,0,0
2417,PEYNİRLİ GÜL BÖREĞİ,TURKISH PASTRY WITH CHEESE, 'BÖREK' MIT KASE,ТУРЕЦКИЕ БУЛОЧКИ С СЫРОМ,0,0,0,0
2418,KIRMIZI BİBER TAROTOR,TARATOR OF KAPYA PEPPER,TARATOR KAPYA PFEFFER,ПЕРЕЦ ТАРАТОР,0,0,0,0
2419,DÖMİ GLAS SOSLU HİNDİ,TURKEY WITH DEMI GLACE SAUCE,TRUTHÄHN MIT DEMI GLACE SAUCE,ИНДЕЙКА В СОУСЕ,0,0,0,0
2420,BULGUR ÇORBASI,CRACKED WHEAT SOUP,CRACKED WHEAT-SUPPE,СУП С БУЛГУРОМ,0,0,0,0
2421,YUMURTA TERİN,EGG TERRINE,EI-TERRINE,ТЕРРИН ИЗ ЯИЦ,0,0,0,0
2422,KIRMIZI BİBER SOS,RED PEPPER SAUCE,PAPRIKA-SAUCE,КРАСНЫЙ ПЕРЕЦ СОУСОМ,0,0,0,0
2423,KAYISI SOSU,APRICOT SAUCE,APRIKOSEN-SAUCE,,0,0,0,0
2424,YOĞURTLU MANTI,TURKISH RAVIOLI WITH YOGURT,MANTI MIT JOGHURT,ПЕЛЬМЕНИ,0,0,0,0
2425,KUSKUSLU TAVUK ÇORBA,CHICKEN SOUP WITH COUSCOUS,Hühnersuppe mit COUSCOUS,Куриный суп с кус-кусом,0,0,0,0
2426,FIRINDA LİMONLU PİLİÇ RULO,BAKED CHICKEN ROULADE WITH LEMON,GEBACKENES HÄHNCHEN ROULADE MIT ZITRONE,ЗАПЕЧЕННЫЙ КУРИНЫЙ РУЛЕТ С ЛИМОНОМ,0,0,0,0
2427,BEŞAMEL SOSLU ISPANAKLI KATMER,FLAKY PASTRY WITH SPINACH & BECHAMEL SAUCE,BLÄTTERTEIG MIT SPINAT & BECHAMEL-SOßE,СЛОЕНЫЙ ПИРОГ СО ШПИНАТОМ & СОУСОМ БЕШАМЕЛЬ,0,0,0,0
2428,KARİDESLİ DOMATES DOLMA,FILLED TOMATO WITH SHRIMP,GEFÜLLTE TOMATEN MIT SHRIMPS,ФАРШ.ПОМИДОРЫ С КРЕВЕТКАМИ,0,0,0,0
2429,DÜŞEŞ ISPANAK,DUCHESSE SPINACH,DUCHESSE-SPINAT, ШПИНАТ,0,0,0,0
2430,FIRIN ORKİNOS,BAKED TUNA,GEBACKENER THUNFISCH,ЗАПЕЧЕННЫЙ ТУНЕЦ,0,0,0,0
2431,KABAK ÖĞRETEN,ZUCCHINI,ZUCCHINI,ЦУККИНИ,0,0,0,0
2432,MANTAR SOSLU ROSTO,ROAST MEAT WITH MUSHROOM SAUCE,BRATEN MIT PILZSAUCE,ЖАРКОЕ С ГРИБНЫМ СОУСОМ,0,0,0,0
2433,KAŞARLI BROKOLİ,BROCCOLI WITH CHEDDAR,BROKKOLI MIT CHEDDAR,БРОККОЛИ С ЧЕДДЕР,0,0,0,0
2434,NAPOLITAN SOSLU KÖFTE,MEATBALLS WITH NEAPOLITAN SAUCE,FLEISCHBÄLLCHEN MIT SAUCE NAPOLITAN,ФРИКАДЕЛЬКИ С НЕАПОЛИТАНСКИМСОУСОМ,0,0,0,0
2435,SEBZELİ FIRIN PİLİÇ,BAKED CHICKEN WITH VEGETABLE,GEBACKENES HUHN MIT GEMÜSE,ЗАПЕЧЁНАЯ КУРИЦА С ОВОЩАМИ,0,0,0,0
2436,KÜLBASTI IZGARA,GRILLED CUTLET,GEGRILLTES SCHNITZEL,ЖАРЕНЫЕ КОТЛЕТЫ,0,0,0,0
2437,ACILI TAVUK BAGET,SPICY CHICKEN DRUMSTICKS,WÜRZIGE HÄHNCHENKEULEN,ОСТРЫЙ КУРИНЫЙ БАГЕТ,0,0,0,0
2438,ŞARKÜTERİ OMLET,DELICATESSEN OMELETTE,FEINKOST-OMELETT, ОМЛЕТ ГАСТРОНОМИЧЕСКИЙ,0,0,0,0
2439,KÖRİLİ BEEF STRAGANOF,BEEF STROGANOFF WITH CURRY,BOEUF STROGANOFF MIT CURRY,БЕФСТРОГАНОВ С КАРРИ,0,0,0,0
2440,ŞAMPANYA SOSLU PİLİÇ VOLLE,CHICKEN VOL AU VENTS WITH CHAMPAIN SAUCE,HUHN VOL AU VENTS MIT CHAMPAIN SAUCE,РИСОВОЕ ВОЛЛЕ С СОУСОМ ИЗ ШАМПАНСКОГО,0,0,0,0
2441,LİMONLU ORKİNOS SARMA,FILLED TUNA WITH LEMON,GEFÜLLTE THUNFISCH MIT ZITRONE,КУРИЦА В ШАМПАНСКОМ,0,0,0,0
2442,TATLI EKŞİ SOSLU PATLICAN,EGGPLANTS WITH SWEET & SOUR SAUCE,AUBERGINEN MIT SWEET & SAUER SAUCE,БАКЛАЖАН В КИСЛО-СЛАДКОМ СОУСЕ,0,0,0,0
2443,TAVUK PAELLA,CHICKEN PAELLA,HUHN PAELLA,ПАЭЛЬЯ ИЗ КУРИЦЫ,0,0,0,0
2444,SOĞAN SALATASI,ONION SALAD,ZWIEBEL-SALAT,ЛУКОВЫЙ САЛАТ,0,0,0,0
2445,TAVUK SUYU ÇORBASI,CHICKEN BROTH SOUP,HÜHNERSUPPE MIT BRÜHE,КУРИНЫЙ БУЛЬОН,0,0,0,0
2446,BEZELYELİ KEBAP,KEBAB WITH GREEN PEA,SPIESSE MIT GRÜNE ERBSE,КЕБАБ С ЗЕЛЕНЫМ ГОРОШКОМ,0,0,0,0
2447,TANDIR,TANDOORI,TANDOORI,ТАНДЫР,0,0,0,0
2448,ORMAN KEBABI,STEW WITH MIXED VEGETABLES,EINTOPF MIT GEMISCHTEM GEMÜSE,ШАШЛЫК ПО ЛЕСНИЧЬИ,0,0,0,0
2449,SAKSI KEBABI,EGGPLANT KEBAB,AUBERGINE KEBAP,БАКЛАЖАННЫЙ ШАШЛЫК,0,0,0,0
2450,DÜŞEŞ BALIK,DUCHESSE FISH,DUCHESSE-FISCH,РЫБА,0,0,0,0
2451,YOĞURTLU PATATES EZMESİ,MASHED POTATOE WITH YOGURT,ZERDRÜCKTE KARTOFFEL MIT JOGHURT,КАРТОФЕЛЬНЫЕ ПЮРЕ С ЙОГУРТОМ,0,0,0,0
2452,HARDALLI SALATALIK,CUCUMBER WITH MUSTARD,GURKEN MIT SENF,ОГУРЕЦ С ГОРЧИЦЕЙ,0,0,0,0
2453,BİBER ÇORBASI,PEPPER SOUP,PAPRIKA-SUPPE,СУП С ПЕРЦЕМ,0,0,0,0
2454,SEBZELİ BİFTEK,STEAK WITH VEGETABLE,STEAK MIT GEMÜSE,БИФШТЕКС С ОВОЩАМИ,0,0,0,0
2455,PİLİÇ DOLMA,FILLED CHICKEN,GEFÜLLTES HUHN,ЦЫПЛЕНОК ФАРШИРОВАННЫЙ,0,0,0,0
2456,PİLİÇ STEAK,CHICKEN STEAK,HUHNCHEN STEAK,КУРИНЫЙ БИФШТЕКС,0,0,0,0
2457,NUGGET,NUGGET,NUGGET,НАГГЕТСЫ,0,0,0,0
2458,BREEZE SOSLU BİFTEK,STEAK WITH BREEZE SAUCE,STEAK MIT BREEZE-SAUCE,СТЕЙК С СОУСОМ БРИЗ,0,0,0,0
2459,PORTAKALLI ENGİNAR,ARTICHOKES WITH ORANGE,ARTISCHOCKEN MIT ORANGE,АРТИШОКИ С АПЕЛЬСИНОМ,0,0,0,0
2460,ÇITIR BURGER,CRISPY BURGERS,KNUSPRIGEN BURGER,ХРУСТЯЩИЙ БУРГЕР,0,0,0,0
2461,KARİDESLİ MEYVE SALATASI,FRUIT SALAD WITH SHRIMP,OBSTSALAT MIT GARNELEN,ФРУКТОВЫЙ САЛАТ С КРЕВЕТКАМИ,0,0,0,0
2462,YOĞURTLU MANTAR,MUSHROOM WITH YOGURT,PILZ MIT JOGHURT,ГРИБЫ С ЙОГУРТОМ,0,0,0,0
2463,CİĞER LİONEZ,LIVER,LEBER,ПЕЧЕНЬ,0,0,0,0
2464,ÇITIR TAVUK,CRISPY CHICKEN,KNUSPRIGE CHICKEN,ХРУСТЯЩАЯ КУРИЦА,0,0,0,0
2465,SAFRAN SOSLU ROSTO,ROAST MEAT WITH SAFFRON,BRATEN MIT SAFRAN,ЖАРКОЕ С ШАФРАНОМ,0,0,0,0
2466,MAYONEZLİ MANTAR,MUSHROOM WITH MAYONNAISE,PILZ MIT MAYONNAISE,ГРИБ С МАЙОНЕЗОМ,0,0,0,0
2467,DANA SPRINGER,BEEF SPRINGER,RINDFLEISCH-SPRINGER,ГОВЯДИНА СПРИНГЕР,0,0,0,0
2468,AHTAPOT SALATASI,OCTOPUS SALAD,OKTOPUSSALAT,САЛАТ ИЗ ОСЬМИНОГА,0,0,0,0
2469,BÜTÜN PİLİÇ,CHICKEN,HÜHNCHEN,КУРИЦА,0,0,0,0
2470,TATLI BİBER SOS,SWEET CHILLI SAUCE,SÜßE CHILISAUCE,СЛАДКИЙ ЧИЛИ СОУС,0,0,0,0
2471,KURU MEYVE SOSLU HİNDİ SARMA,ROLLED TURKEY WITH DRIED FRUIT SAUCE,TRUTHÄHN MIT GETROCKNETEN FRÜCHTEN SAUCE,ФАРШИРОВАННАЯ ИНДЕЙКА В СОУСЕ С СУХИХ ФРУКТОВ,0,0,0,0
2472,PİLİÇ ELBASAN TAVA,BAKED CHICKEN KEBAB,GEBACKENE CHICKEN KEBAB,ЗАПЕЧЕННЫЙ КУРИНЫЙ КЕБАБ,0,0,0,0
2473,MANTARLI & SOĞANLI TAGLİATELLE,TAGLIATELLE WITH ONION & MUSHROOM,TAGLIATELLE MIT ZWIEBEL & PILZ,ТАЛЬЯТЕЛЛЕ С ЛУКОМ & ГРИБАМИ,0,0,0,0
2474,PRENSES ÇORBA,CARROT & CHICKEN SOUP,KAROTTE & CHICKEN SOUP,"СУП ""ПРИНЦЕССА""",0,0,0,0
2475,ROLO MACAR KÖFTE,ROLLED HUNGARIAN MEATBALLS,UNGARISCHE FRIKADELLEN GEROLLT,КОТЛЕТЫ ПО-ВЕНГЕРСКИ,0,0,0,0
2476,MANTAR SOSLU PİLİÇ BAGET,CHICKEN DRUMSTICKS WITH MUSHROOM SAUCE,HÄHNCHENKEULEN MIT PILZSAUCE,КУРИНЫЙ БАГЕТ В ГРИБНОМ СОУСЕ,0,0,0,0
2477,MANTARLI PİLİÇ,CHICKEN WITH MUSHROOM,HUHN MIT PILZ,КУРИЦА С ГРИБАМИ,0,0,0,0
2478,MANTARLI PİLİÇ DOLMASI,FILLED CHICKEN WITH MUSHROOM,GEFÜLLTES HUHN MIT PILZ,ФАРШ.КУРИЦА С ГРИБАМИ,0,0,0,0
2479,SUCUKLU NEMSE BÖREĞİ,TURKISH PASTRY WITH TURKISH SAUSAGE,TÜRKISCHE BACKWAREN MIT TÜRKISCHER WURST,БЕРЕК С КОЛБАСНОЙ НАЧИНКОЙ,0,0,0,0
2480,ROZMARİNLİ PİLİÇ,CHICKEN ROSEMARY,HÄHNCHEN ROSMARIN,КУРИЦА С РОЗМАРИНОМ,0,0,0,0
2481,TATLI & EKŞİ SOSLU BALIK KÖFTE,FISHBALLS WITH SWEET & SOUR SAUCE,FISCHBÄLLCHEN MIT SWEET & SAUER SAUCE,ТЕФТЕЛИ С СЛАДКИМ & КИСЛО-СЛАДКИМ СОУСОМ,0,0,0,0
2482,KÖZBİBER & MANTAR SALATASI,ROASTED PEPPERS & MUSHROOM SALAD,GERÖSTETE PAPRIKA & PILZ SALAT,ЖАРЕНЫЙ ПЕРЕЦ & ГРИБНОЙ САЛАТ,0,0,0,0
2483,JUS SOSLU DANA SARMA,BEEF ROULADE WITH JUS SAUCE,RINDSROULADE MIT JUS-SAUCE,РУЛЕТ ИЗ ГОВЯДИНЫ С JUS СОУСОМ,0,0,0,0
2484,SEBZELİ FIRIN MEZGİT,BAKED HADDOCK WITH VEGETABLE,GEBACKENER SCHELLFISCH MIT GEMÜSE,ПИКША ЗАПЕЧЕННАЯ С ОВОЩАМИ,0,0,0,0
2485,SU,WATER,WASSER,ВОДА,0,0,0,0
2486,DANA DİL ROSTO MANTAR SOSLU,VEAL TONGUE ROAST WITH MUSHROOM SAUCE,ZUNGE KALBSBRATEN MIT PILZSAUCE,ГОВЯЖИЙ ЯЗЫК В ГРИБНОМ СОУСЕ,0,0,0,0
2487,ETLİ ENGİNAR DOLMA,STUFFED ARTICHOKE WITH MEAT,GEFÜLLTE ARTISCHOCKEN MIT FLEISCH,ФАРШИРОВАННЫЕ АРТИШОКИ С МЯСОМ,0,0,0,0
2488,KÖYLÜ PATATES,PEASANT POTATOES,BAUER-KARTOFFELN,КАРТОФЕЛЬ ПО-ДЕРЕВЕНСКИ,0,0,0,0
2489,BREEZE SOSLU BALIK,FISH WITH BREEZE SAUCE,FISCH MIT BREEZE-SAUCE,РЫБА С СОУСОМ БРИЗ,0,0,0,0
2490,ELMALI LAHANA SOTE,SAUTEED CABBAGE WITH APPLE,SAUTIERTE KOHL MIT APFEL,КАПУСТНО-ЯБЛОЧНЫЙ СОТЭ,0,0,0,0
2491,ACI BİBER SOS,TABASCO-CHILLI SAUCE,TABASCO-CHILI SAUCE,ОСТРЫЙ ПЕРЕЧНЫЙ СОУС,0,0,0,0
2492,TAZE FASULYE EKŞİLEME,SOURED GREEN BEANS,SAURE BOHNEN,КВАШЕНАЯ СТРУЧКОВАЯ ФАСОЛЬ,0,0,0,0
2493,MANTAR EKŞİLEME,SOURED MUSHROOM,SAURE PILZE,КВАШЕНЫЕ ГРИБЫ,0,0,0,0
2494,BEZELYE EKŞİLEME,SOURED BEANS,SAURE BOHNEN,КВАШЕНЫЙ ГОРОХ,0,0,0,0
2495,SOSLU TAVUK RULO,CHICKEN BALLOTINE WITH SAUCE,BALLOTINE VON HUHN MIT SAUCE,КУРИНЫЕ РУЛЕТИКИ В СОУСЕ,0,0,0,0
2496,MAYONEZLİ ELMA,APPLE WITH MAYONNAISE,APPLE MIT MAYONNAISE,ЯБЛОКО С МАЙОНЕЗОМ,0,0,0,0
2497,ISPANAK YATAĞINDA PİLİÇ STEAK,CHICKEN STEAK ON SPINACH,HÜHNERSTEAK AUF BLATTSPINAT,КУРИНЫЙ СТЕЙК НА ШПИНАТЕ,0,0,0,0
2498,PİLİÇ ANKARA TAVA,CHICKEN WITH VERMICELLI,HUHN MIT FADENNUDELN,КУРИЦА НА СКОВОРОДЕ,0,0,0,0
2499,SAFRAN SOSLU HİNDİ,TURKEY WITH SAFFRON SAUCE,TRUTHÄHN MIT SAFRAN,ИНДЕЙКА С СОУСОМ ИЗ ШАФРАНА,0,0,0,0
2500,HARDALLI TAVUK SALATASI,CHICKEN SALAD WITH MUSTARD,HÄHNCHEN-SALAT MIT SENF,САЛАТ ИЗ КУРИЦЫ С ГОРЧИЦЕЙ,0,0,0,0
2501,İSLİM KÖFTE,MEATBALLS WITH EGGPLANT,FRIKADELLEN MIT AUBERGINEN,ФРИКАДЕЛЬКИ С БАКЛАЖАНАМИ,0,0,0,0
2502,TAVUKLU BAMYA,OKRA WITH CHICKEN,OKRA MIT HUHN,ОКРА С КУРИЦЕЙ,0,0,0,0
2503,PATATES DOLMA,STUFFED POTATOES,GEFÜLLTE KARTOFFELN,ФАРШИРОВАННЫЙ КАРТОФЕЛЬ,0,0,0,0
2504,CİĞER TERİN,LIVER TERRINE,LEBER-TERRINE,ТЕРРИН ИЗ ПЕЧЕНИ,0,0,0,0
2505,KREM SOSLU PİLİÇ,CHICKEN WITH CREAM SAUCE,HUHN MIT RAHMSAUCE,КУРИЦА В СЛИВОЧНОМ СОУСЕ,0,0,0,0
2506,ACILI PATATES SALATASI,SPICY POTATOES SALAD ,WÜRZIGE KARTOFFELN SALAT,САЛАТ ПИКАНТНЫЙ КАРТОФЕЛЬ,0,0,0,0
2507,TAVUKLU TAZE FASULYE,GREEN BEANS WITH CHICKEN,GRÜNE BOHNEN MIT HUHN,ЗЕЛЕНАЯ ФАСОЛЬ С КУРИЦЕЙ,0,0,0,0
2508,YOĞURTLU BÖRÜLCE,BLACK EYED BEANS WITH YOGURT,VIGNA BOHNEN MIT JOGHURT,VIGNA ФАСОЛЬ С ЙОГУРТОМ,0,0,0,0
2509,KIYMALI DOMATES DOLMASI,STUFFED TOMATOES WITH MINCED MEAT,GEFÜLLTE TOMATEN MIT HACKFLEISCH,ФАРШИРОВАННЫЕ ПОМИДОРЫ С МЯСОМ,0,0,0,0
2510,MANTAR SOSLU HİNDİ STEAK,TURKEY STEAK WITH MUSHROOM SAUCE,PUTENSTEAK MIT PILZ SAUCE,СТЕЙК ИЗ ИНДЕЙКИ С ГРИБНЫМ СОУСОМ,0,0,0,0
2511,ISPANAKLI PİLİÇ SARMA,STUFFED CHICKEN ROLL WITH SPINACH,GEFÜLLTER HUHNROLLE MIT SPINAT,КУРИНЫЙ РУЛЕТ СО ШПИНАТОМ,0,0,0,0
2512,KÖRİ SOSLU HİNDİ,TURKEY WITH CURRY SAUCE,TRUTHAHN MIT CURRY-SAUCE,ИНДЕЙКА С СОУСОМ КАРРИ,0,0,0,0
2513,DOMATES SOSLU RAVİOLİ,RAVIOLI WITH TOMATO SAUCE,RAVIOLI MIT TOMATENSAUCE,РАВИОЛИ С ТОМАТНЫМ СОУСОМ,0,0,0,0
2514,ETLİ KEREVİZ,CELERY WITH MEAT,SELLERIE MIT FLEISCH,СЕЛЬДЕРЕЙ С МЯСОМ,0,0,0,0
2515,MAYONEZLİ KABAK,ZUCCINI WITH MAYONNAISE,ZUCCINI MIT MAYONNAISE,ЦУККИНИ С МАЙОНЕЗОМ,0,0,0,0
2516,ORKİNOS ŞOV,TUNA ,THUNFISCH,ТУНЕЦ,0,0,0,0
2517,MİDYE SOTE,SAUTEED MUSSEL,SAUTIERTE MIESMUSCHEL,СОТЭ ИЗ МИДИЙ,0,0,0,0
2518,SOYA FİLİZİ SALATASI,SOYBEAN SPROUTS SALAD,SOJABOHNEN-SPROSSEN-SALAT,САЛАТ ИЗ РОСТКОВ СОИ,0,0,0,0
2519,HİNDİ KAPAMA,TURKEY STEW,TRUTHAHN-STEW,ТУШЕНКА ИЗ ИНДЕЙКИ,0,0,0,0
2520,MAYONEZLİ BEZELYE,PEAS WITH MAYONNAISE,ERBSEN MIT MAYONNAISE,ГОРОХ С МАЙОНЕЗОМ,0,0,0,0
2521,SOSLU PİLİÇ,CHICKEN WITH SAUCE,HUHN MIT SAUCE,КУРИЦА С СОУСОМ,0,0,0,0
2522,TAVUKLU ENGİNAR DOLMASI,STUFFED ARTICHOKES WITH CHICKEN,GEFÜLLTE ARTISCHOCKEN MIT HUHN,ФАРШИРОВАННЫЕ АРТИШОКИ С КУРИЦЕЙ,0,0,0,0
2523,DOMATESLİ KEBAP,KEBAB WITH TOMATOES,SPIESSE MIT TOMATEN,ШАШЛЫК С ПОМИДОРАМИ,0,0,0,0
2524,IZGARA SARDALYA,GRILLED SARDINE,GEGRILLTE SARDINEN,ЖАРЕНЫЕ САРДИНЫ,0,0,0,0
2525,YOĞURTLU PATATES,POTATOES WITH YOGURT,KARTOFFELN MIT JOGHURT,КАРТОФЕЛЬ С ЙОГУРТОМ,0,0,0,0
2526,ELMA DOLMA,STUFFED APPLE,GEFÜLLTER APFEL,ФАРШИРОВАННЫЕ ЯБЛОКИ,0,0,0,0
2527,BREEZE SOSLU DANA,BEEF WITH BREEZE SAUCE,RINDFLEISCH MIT BREEZE-SAUCE,ТЕЛЯТИНА С СОУСОМ БРИЗ,0,0,0,0
2528,MANTAR SOSLU STEAK,STEAK WITH MUSHROOM SAUCE,STEAK MIT PILZSAUCE,СТЕЙК С ГРИБНЫМ СОУСОМ,0,0,0,0
2529,DOMATES SOSLU PİLİÇ,CHICKEN WITH TOMATO SAUCE,HÜHNCHEN MIT TOMATENSAUCE,КУРИЦА В ТОМАТНОМ СОУСЕ,0,0,0,0
2530,SEBZELİ KEREVİZ,CELERY WITH VEGETABLE,SELLERIE MIT GEMÜSE,СЕЛЬДЕРЕЙ С ОВОЩАМИ,0,0,0,0
2531,SUSHİ  ,SUSHI  ,SUCHI,СУШИ,0,0,0,0
2532,STEAK,STEAK,STEAK,СТЕЙК,0,0,0,0
2533,KARNABAHAR SALATASI,CAULIFLOWER SALAD ,BLUMENKOHL SALAT ,ЦВЕТНАЯ КАПУСТА САЛАТ ,0,0,0,0
2534,YOĞURTLU KARNABAHAR SALATASI,CAULIFLOWER SALAD WITH YOGURT,BLUMENKOHL-SALAT MIT JOGHURT,САЛАТ ИЗ ЦВЕТНОЙ КАПУСТЫ С ЙОГУРТОМ,0,0,0,0
2535,KURU MEYVE SOSLU SARMA,WRAPPED WITH DRIED FRUITS SAUCE,VERPACKT MIT GETROCKNETEN FRÜCHTEN SAUCE,САРМА С СОУСОМ ИЗ СУШЕНЫХ ФРУКТОВ,0,0,0,0
2536,SEBZELİ SARMA,WRAPPED WITH VEGETABLES,VERPACKT MIT GEMÜSE,ОВОЩНЫЕ РОЛЛЫ,0,0,0,0
2537,ELBASAN TAVA,BAKED KEBAB,GEBACKENE KEBAB,ЗАПЕЧЕННЫЙ КЕБАБ,0,0,0,0
2538,BALIK KEBAP,FISH KEBAB,FISCH KEBAP,КЕБАБ ИЗ РЫБЫ,0,0,0,0
2539,TAZE FASULYE  ,GREEN BEANS  ,GRÜNE BOHNEN,ЗЕЛЕНАЯ ФАСОЛЬ,0,0,0,0
2540,KEREVİZ YAHNİ,CELERY STEW,SELLERIE-EINTOPF,РАГУ ИЗ СЕЛЬДЕРЕЯ,0,0,0,0
2541,MANTARLI PİLİÇ RULO,CHICKEN ROLL WITH MUSHROOM,HUHN-ROLL MIT PILZ,КУРИНЫЙ РУЛЕТ С ГРИБАМИ,0,0,0,0
2542,ENGİNAR SOTE,SAUTEED ARTICHOKE,SAUTIERTE ARTISCHOCKEN,РАГУ ИЗ АРТИШОКА,0,0,0,0
2543,HARDAL SOS,MUSTARD SAUCE,SENF-SAUCE,ГОРЧИЧНЫЙ СОУС,0,0,0,0
2544,ROKA SOS,ARUGULA SAUCE ,RUCOLA-SAUCE,СОУС С РУККОЛОЙ,0,0,0,0
2545,BALZAMİK SOS,BALSAMIC SAUCE,BALSAMICO-SAUCE,БАЛЬЗАМИЧЕСКИЙ СОУС,0,0,0,0
2546,ZEYTİNYAĞLI SOĞAN,ONION WITH OLIVE OIL,ZWIEBEL MIT OLIVENÖL,ЛУК С ОЛИВКОВЫМ МАСЛОМ,0,0,0,0
2547,ISPANAKLI CANNELLONİ,CANNELONI WITH SPINACH,CANNELONI MIT SPINAT,КАНЕЛОНИ С ШПИНАТОМ,0,0,0,0
2548,NAPOLİTAN SOSLU BALIK,FISH WITH NAPOLITAN SAUCE,FISCH MIT SAUCE NAPOLITAN,РЫБА С СОУСОМ НАПОЛИТАН,0,0,0,0
2549,SAFRAN SOSLU RULO,ROLLED WITH SAFFRON SAUCE,GEROLLT MIT SAFRANSAUCE,РОЛЫ С ШАФРАНОВЫМ СОУСОМ,0,0,0,0
2550,DEMİ GLAS SOSLU SARMA,WRAPPED WITH DEMI GLACE SAUCE,VERPACKT MIT DEMI GLACE SAUCE,РОЛЛЫ С СОУСОМ ДЕМИ ГЛАС,0,0,0,0
2551,YOĞURT ÇORBASI,YOGURT SOUP,JOGHURT SUPPE,ЙОГУРТОВЫЙ СУП С МЯТОЙ,0,0,0,0
2552,SOSLU SARMA,WRAPPED WITH SAUCE,VERPACKT MIT SAUCE,РОЛЛЫ С СОУСОМ,0,0,0,0
